StudentID,StudyHoursPerDay,AttendancePercentage,SleepHours,SocialMediaHours,PreviousExamScore,ParticipationInActivities,InternetUsageHours,FinalExamScore
26,6.496231729751095,73.71071083287319,5.560946745772307,2.2435262820768815,89.46102683496096,0,1.309391725165527,96.32413443978949
27,2.3977164751085183,93.10213254946567,8.38492578988438,5.666691496165821,63.819529732448444,0,6.750667197759562,80.2915933771679
28,4.599641068895281,92.22746992675351,9.88778254298348,3.8504063837913494,49.37901824253165,0,1.7330249160204327,82.11026483609537
29,5.146901982034297,65.95502366216279,5.539180374665487,4.028874892003241,84.27705684385552,0,4.91513134906201,83.20125692509669
30,1.325152889039984,91.44577370753387,7.925047608844447,3.793692921825839,61.628470308493235,1,3.6338958790066704,76.65379897244199
31,5.252813963310069,51.85038173577463,5.18858579655844,1.1939528337566208,80.27624951374796,0,5.908851551905418,85.97749987036377
32,2.193668865811041,79.81349392410266,7.391981527429659,2.510003184613681,56.23863651890594,1,2.2007470197088637,89.4478679531672
33,1.4553611508969566,61.50044186438515,6.783594920130017,4.505638790179909,44.87377808840036,0,7.224790617759863,52.59646878367771
34,7.642198760773333,56.02834428886394,9.832031977789223,0.6082373853189549,99.5549077292658,1,8.155103832356232,100.0
35,7.7594242315219155,53.84766008146046,7.651163636178799,1.6671166565382736,49.37209047583596,0,2.4701900476884084,86.0447460634659
36,6.658781436815228,84.81443879390699,6.097038232520912,1.6579146507951217,99.30525963780886,0,1.9388177861669393,100.0
37,3.132296384213595,66.9937481884033,4.684574709327601,2.592113565567036,98.63679595398685,0,2.3096393450862323,86.96690312765212
38,1.683704798044687,86.23833857643808,4.907480972409608,5.88221244565311,87.62908623448237,1,8.894148057086515,80.49263357016672
39,5.789631185585098,53.26781703994712,5.351901579707411,0.40501528010293164,79.56537772491986,1,5.753703355807206,95.99084087077092
40,4.081067456177209,65.76451689153052,5.505799968041788,3.11220596628357,74.66842301506509,1,5.2053489640675235,87.599238633498
41,1.8542676439134518,76.97456461876686,9.103696347046828,1.0761880920732627,91.96609272267008,1,1.9604063719211884,93.56774878406408
42,4.466238370778891,89.53615824194819,7.3673367296951495,5.824059272458465,57.36637129716928,0,6.846004060812656,78.6545010818376
43,1.2407196478065288,65.9376251466035,7.140345468246199,0.6798210283647852,68.06087274909262,0,8.811996327055809,68.20495775064533
44,7.365242814551475,81.29456882185045,4.688613231215305,2.4216060141695475,77.16339816199012,0,8.453672823911077,92.53554565289393
45,2.8114598712001184,94.29888741180935,9.16083816009661,4.427309909007637,64.67142855216946,1,6.634492380827211,88.10140533801294
46,5.637655990477874,80.79315940911523,8.336885819250902,4.2273265681646714,65.64918724541607,0,1.6775084498650625,83.5780194506259
47,3.1819775326258766,61.64797373768169,4.406010171400009,2.5363718213635935,59.817080050125064,1,2.011573244584117,67.06517038476585
48,4.640476148244676,51.220039077826904,8.247010583378612,2.0791450077163094,73.85390900107217,1,1.443780883988422,82.25430467254942
49,4.826971955402957,93.50494369504649,7.261229304055877,2.3856742713172236,91.03447168090696,1,3.3173129484322237,100.0
50,2.293981188678689,51.063470542519354,4.490352074480669,1.5856575789518357,52.09170268037877,1,2.2209532044433997,69.15018553452597
51,7.78709239435191,93.73508363420997,6.749803849171939,1.2319976322407988,96.06598232520648,1,3.3404323622719048,100.0
52,6.425929763527802,76.4468567013606,6.908177722780282,2.89823818535334,81.34525922489378,0,4.465522501470655,89.51431143000897
53,7.576492590949324,96.95338492564481,4.9946472409796545,1.611202536405644,89.3963927608018,1,9.48684505664022,100.0
54,7.263791452993542,89.93916178868326,9.674188882001694,1.7247699893835007,73.3714415578007,1,6.493384538035229,100.0
55,5.185299851677596,99.89670552666686,9.099852228883972,3.9405363808473424,86.77100208544381,0,8.514764071146661,100.0
56,7.453119645161818,67.53559077258551,8.01413402397465,5.811223990199354,40.97202384036803,1,7.39316350641099,78.63899721908548
57,1.6194475143634364,88.35941444655634,6.773773366003644,3.6218232033562505,89.1028254867721,1,2.0125281747396855,87.64864256765246
58,2.3718800369340163,70.0965456804621,6.470593249507051,0.46187680238979767,42.40833154512199,0,7.62328365736554,65.80657297256812
59,1.3165910223737665,73.99378101519544,7.905840802905725,0.45350168312440187,93.39480258177176,0,3.4758899340321197,94.49548322928862
60,3.2773123153428503,81.37527316091851,7.272591216441433,5.708539325073396,99.5177648343186,0,6.751970622952357,83.48784322048762
61,3.720741027826374,93.68385570931693,4.3736386352913135,1.7837447418440018,57.64404773060667,1,4.068657762786897,79.03710765206323
62,2.8994432224172715,99.20417345996475,7.07501589262199,0.5524019164948526,52.61911337714762,0,9.979050369381932,82.05905449643934
63,6.801162564063505,88.41367069322591,8.838421703397037,3.5942675229022893,85.92180183148244,0,3.3719633154710005,100.0
64,3.497273286855125,70.8883391083667,6.755439265581749,3.7418926697415964,55.1815804552152,0,3.512174236968427,79.4002727929257
65,2.9665415678116656,71.06785011385351,4.31173946532561,3.891028920712129,91.9337429903322,1,9.376050300061586,81.76327894900815
66,4.798872582107739,86.87911507944457,8.717669196304199,1.6044121671452478,46.170555529448606,0,1.221799641726904,83.16675932384275
67,1.9864695748233385,61.938857288415115,5.208182692815846,0.0906641052868502,47.557311782761495,1,7.270200890858772,66.3666710891115
68,6.615378865278277,55.52370565656973,5.551725009328233,5.790092216726832,98.74909330603694,1,7.527937516622903,94.95506156065925
69,1.5218545057583959,67.73110788203883,4.988238120593776,1.505358274146615,80.43033389620028,0,8.527407196693595,65.10749092669091
70,7.908208556203621,64.36194958270409,5.9812903892289855,4.056157728315285,90.81323346573717,1,9.769953795746279,100.0
71,6.405713385076602,64.81540602279951,8.54050903413181,4.239779219272258,59.45976264109108,1,9.780417272409872,93.66590868668224
72,2.391009770739207,61.680387552495496,7.1163151570236245,3.6600445024769144,80.58902497123626,0,1.587490818098175,75.4207557607298
73,1.0386548198652168,52.104659481818096,5.229287644904275,1.8774443652818893,75.65450963851583,1,8.396553904776123,64.02350917785503
74,6.708229999183839,50.89369673667069,9.266980468912244,1.6265775225843946,76.18900720737682,0,6.816789402916432,100.0
75,5.94800140693332,99.38611948680158,9.277491129709176,3.5860096962162187,80.9519475722633,1,6.826079209357821,100.0
76,6.103050176286911,71.38865668679311,9.22347055027604,5.196573801670149,74.52155038774592,1,2.155149339532253,94.1908492348543
77,6.39889242680162,69.21633235798409,5.432777268289236,5.680402373540374,65.74374215815996,0,6.85168449801088,82.32457191826614
78,1.5183125621386324,83.9823641346535,6.707436065085929,0.6354348264225458,56.55536166283281,0,9.84234322541123,75.86111125899897
79,3.509260099809908,60.912694393253204,9.90993793684525,0.9289716755863191,86.11487985479212,1,9.206367125855023,100.0
80,1.811083416675908,97.49805919751127,8.632074857859942,5.668417552698478,53.57634580019117,1,4.952175947243655,79.17962825101189
81,7.041723981129155,89.3172507207776,4.163004527353359,4.419211370008755,81.54125836926485,0,1.359531759574849,100.0
82,5.363086887792905,54.47055011561297,4.391227547562952,5.297962948978638,53.999969358959596,1,4.260641410001844,66.09917694205399
83,3.3162861739685443,70.87903878924642,6.783588260873996,1.215795804812059,77.51981019726723,1,8.437512804404996,82.90290371596424
84,1.4449084520021653,93.95591537810824,9.455321235169361,3.5255152266564114,84.82469602774174,1,7.313491913186494,93.31278281376173
85,3.1768762520096354,97.2366011145705,7.232210787716285,4.206837566504841,53.122833334392354,1,5.134092900345608,80.12991681157915
86,3.2762832541872293,73.37007556249348,6.986875048205741,4.080671312681836,43.5965980516785,0,1.4959138164294798,59.374634131901956
87,6.107243248366449,80.67056946053539,4.632842199739784,2.4489101452001885,47.858424579650446,0,4.842052550409724,77.27520265361086
88,5.462902299486492,58.35169730460376,7.940680628345764,0.09236935014785086,76.35981803626153,0,5.221224457460951,95.27642264752326
89,7.210489198034286,99.55843130684883,8.932618963601353,3.4975563408255788,90.96678437354413,0,9.356999796047223,100.0
90,4.305504476133645,61.58358506917217,6.2825200450453735,1.5186092350776526,42.699809274125464,0,6.769774932239435,69.85556356674459
91,1.837159721568112,97.13658870675629,8.653671105551965,2.7015254768573422,84.04907554249877,0,3.80487624989184,93.22403091605385
92,5.992713510560965,82.48233244961843,9.786859923404869,5.745486090502904,60.47911875700313,1,5.727864380056492,90.37556057033605
93,6.325495340318282,80.38683974394296,5.2225987547661346,2.3942119058546085,68.71170219517136,0,1.5944977703994407,88.05826089954783
94,4.9289403829864735,75.63442555082543,7.139977787168448,5.03880963998656,95.73157299073394,1,9.75311412084763,93.99885981694817
95,6.396770259681927,61.53349058588793,5.722827748507453,1.1312436344955068,59.91829028415073,1,4.240539117376534,95.67893859776657
96,4.456569174550735,58.82640160027542,8.757126514203037,4.034762988150173,67.92021603636917,1,5.3008061942182225,83.96366556574743
97,4.659129805673958,61.02431045350877,7.465560195286945,5.862041726633661,40.82094488564087,0,4.197555768132304,62.36807732321804
98,3.9927871285098475,59.32191310721272,7.807494505301823,0.6113586052376208,44.8959232002903,1,7.142605571045801,69.26967474183327
99,1.1779338872086664,88.97922367833766,8.787484957695364,0.04991965336315207,55.51549546808704,0,6.960089424966338,91.34163033336438
100,1.7552399889531312,67.5062629583365,6.375822835974729,2.601496755795686,41.671134449264464,1,7.43790079476222,54.59116644508717
101,1.2200042998071399,52.89213382816982,9.490540410442259,0.5557528983082032,77.88251956289506,1,3.4132890665072875,78.69212897451888
102,5.454872878846463,98.45513150704056,7.1981732034768395,4.490306098057388,65.58390140809735,0,3.841016330476594,93.88805311284459
103,3.2004918675342866,94.18929424817128,4.947728937012088,5.487291983091353,72.88871216368132,1,2.1272610798658715,85.16869655453772
104,4.559994838152919,96.38761415976064,8.175394709012814,2.6041258362525532,50.47883115377977,1,6.899589746615013,92.62994011715497
105,7.352965317482651,99.74539113232177,8.759568102629526,1.5522698529326457,57.75592176619696,1,1.358174146020873,100.0
106,2.7450456040421245,58.69476246097437,5.90057006240516,2.606419914039659,79.82946849116351,1,6.379141019711131,81.92564393109696
107,3.8726804612494083,69.81210094513294,9.143075541992518,4.340686907100006,97.91816341782399,0,8.827262963664705,91.8884005609512
108,6.288857969801341,87.91192378520456,9.4368595285946,0.05432496948222587,43.025006416132555,1,9.0174893346067,93.54901820018995
109,2.6015871584413572,84.8010309026896,5.661426924266854,3.5367239369081833,93.42305925131596,1,5.041339843329655,93.11511733597116
110,1.538859368801551,57.69479531699275,9.901128836291331,3.6797501093242744,74.61287207867251,0,5.133733193917664,85.39407482576566
111,3.028260170396376,90.79165624953089,4.84426916829255,3.826129481375613,73.83517400533742,1,1.6927226470721561,76.22844128151368
112,2.128549010778031,61.22202859183304,5.21209401041494,1.4521324798852633,70.01671211246563,1,7.036885228987321,79.14803250402296
113,7.507883566398012,61.19088074113115,5.105349035428157,4.28431634026876,44.163645154251,1,8.39133478335561,78.15441647324215
114,6.656842656950919,76.84872114467068,9.363938260047222,0.5483489179906584,45.39261110416964,1,3.2018954914424174,97.47279834254556
115,5.433826295572964,79.64699674208515,7.925755313949772,1.1956220188008049,76.05472033954516,0,4.791707934700282,97.20486839120866
116,7.1002241313140235,79.00431039189056,4.9126256993336375,5.264820279926892,60.4575142861335,1,8.549554030887432,83.04680461403532
117,6.625704538293801,54.574341869887746,6.641940510210094,4.432338904359398,95.03608399466084,0,8.894084208960592,100.0
118,2.305990412202251,93.87304313151901,7.691788150418812,0.08247332406807151,64.39543224156833,1,3.1886198223780333,91.1156121593125
119,7.247912989429844,63.2800021294353,4.5007845099363,1.4902575622188012,48.59688752215847,1,5.955135710872278,86.9005638628722
120,4.775395693409555,56.47574606414021,9.294498210444033,1.2864388979589874,82.88313001012216,1,2.7324383557224436,97.07868649499777
121,6.652081086148438,94.43740399344887,8.82162121264921,1.6248379682218355,57.60120528646059,0,1.916908877256009,95.94702354222512
122,7.2726390994644525,97.78257491148767,7.03124064145983,1.4853586216793184,71.52821844135359,1,9.200084512527617,100.0
123,3.2260243248030473,93.10638086327253,9.802759691555023,0.37515777445707443,81.8699671303102,1,8.384567538088984,100.0
124,1.7703634716937373,90.4758037362439,6.506565875650598,2.753643099580922,94.01584667212423,0,7.840314116228565,92.23423285785998
125,2.595546137793592,82.7620990319511,9.904661914218988,4.396400848716991,87.53147168810057,0,1.4388968693182638,87.36235949585267
126,3.9897545203837943,77.54286853045696,8.007519992821763,3.6403903483046185,80.58166407236345,0,8.593559134392317,87.37429677355746
127,6.726103361457452,54.34933799557051,7.808027639523649,4.037230011588479,80.77799094370862,0,4.942396683148454,90.82462651826265
128,7.0251140827944045,70.42266065353493,4.9957293717747095,0.4868950712174349,96.7554786419252,1,4.081556109662737,100.0
129,1.0486649137183348,68.6344258506157,9.291566549827863,5.708944261060723,57.74944584979217,1,5.9182872492283884,62.59101505999311
130,4.57523111804296,62.98768918801631,6.564938127523691,5.030951003058149,40.06672565177124,1,1.8221791845120023,60.14489202089075
131,3.921877022041453,86.17100568442925,4.973400434694876,4.8305419109739764,56.317273563891916,1,7.80981894417159,73.33603951892965
132,2.5547546732951116,74.79378675393855,4.0756451198545545,4.937902830250605,53.07348277760464,0,6.241915691994663,56.24484461084972
133,1.8390575713357795,54.0523107953824,7.358534101830296,5.596263048796568,79.7100751068399,1,2.6793108718585077,64.61461010350976
134,3.363306199825396,61.009160097490565,7.164397732736058,3.265523796682186,78.02269598593173,1,2.6940897979214102,93.31078174481085
135,7.600367927387634,84.16293818297979,8.316121734214951,1.2016921072057554,75.60768296228343,1,2.658237864154068,100.0
136,3.262420524145287,53.80654297451501,9.341548318106813,3.700701647115247,40.97460659256722,1,1.5130214879674058,61.91589534316008
137,4.631534352203563,92.56034570243844,4.476439507858177,4.457288962007634,83.72668326703885,0,6.290186044345163,91.78663530903816
138,5.921132712266245,74.75732635069872,8.388978942042174,4.427504360124153,59.411824749129494,1,8.563133598296574,91.04166792184394
139,3.545407216655058,74.0293288663324,5.124471664585493,3.1286941450012806,79.90335934039786,1,1.1574839258864973,90.85343858225532
140,7.8024745790467245,79.62038923297588,9.149062318942985,0.41075231600146833,73.3947057101292,1,1.441041804741462,100.0
141,7.737131064594779,91.23404829625746,8.914381083169935,2.2266776305807667,60.56385552567443,0,6.154932490182512,100.0
142,2.762476070777549,67.39046039510966,7.244762529913267,5.524599650780144,48.07457602624646,0,8.375461168474471,58.767429477387964
143,4.480739541246698,83.90080762795318,8.26145679173987,3.5066934585445564,45.66513385962886,1,3.9406500151177024,73.509328758007
144,3.1061481687173877,78.28659819978955,5.886100679102491,3.2299916595342806,89.89109998673342,1,4.1465295892695,94.40401879364917
145,2.993883460642273,63.35141350847107,6.827007393596888,1.613121086293161,95.10385252489348,1,6.367118477470983,99.22100943592332
146,1.2582086314817296,93.9314993177579,8.92982138626283,2.2106935194994737,78.98728280585797,0,3.467916002117323,100.0
147,5.266950337859278,89.8713010803464,6.755591183039283,5.372076534919016,46.206046891629,1,1.2394752946991572,73.5866563596045
148,4.51875316260203,82.92259173292128,6.1467895919526505,3.9987782851610145,64.12163301329444,1,7.617056662914365,87.80261685849945
149,1.3603512587499256,92.52908645471209,6.965274683501799,4.724322160513998,83.73635200630943,1,6.630849216473078,82.86336688183299
150,2.95052524965628,93.36471004799012,8.969495514623311,2.726072538405931,86.78925304060408,0,6.226803991500932,100.0
151,7.357861201766576,85.41814883575174,6.011248284225236,3.7814833167369475,47.093117337465316,1,7.675157160926408,80.60127196371329
152,2.676933234668807,91.85066641818361,5.042569558814463,1.4903016524592452,40.001843130722946,1,7.0770775380583375,62.79969218993901
153,2.0142641046385616,84.87357308346418,8.272084121984685,4.232764981700917,82.7282227528363,0,2.8529378936048904,81.19888637559723
154,4.426169321942941,84.00703858801502,8.95586927624849,2.565608002220024,61.395770559172334,0,4.17232942249016,88.0628209212698
155,7.899553178774205,80.93056891075922,4.6038248711411995,2.6552730888884737,55.268879897095616,1,2.134991275107625,88.5311571131303
156,2.694386900580503,87.63583197788206,5.439244676535669,3.89593394746129,40.77384818737153,0,2.168713120760929,65.7850814408189
157,5.70494883184115,57.93025526465368,4.851831938565963,5.61768372881356,72.41796440568999,1,7.085761717208853,85.81946548480687
158,6.331337307301023,94.04353795994642,6.087648469493,0.38403807965172554,91.0690441255589,0,8.727400962842484,100.0
159,2.6634628079467975,93.5921763872616,6.702105873432476,4.948459424082046,97.45789877635528,0,9.664593254750251,100.0
160,6.0975144402830175,51.462364151727954,8.492958021779838,1.7542986624731587,73.94469703679735,1,6.655124057945,96.23471672217579
161,3.5744819290347727,91.29083752823814,7.906885509290045,2.663516727038267,70.86767966439365,1,2.6569119102486125,85.8530311831292
162,5.4261408141550564,56.44349337367226,7.725571404870587,0.13147997265005373,45.10338312935447,1,1.9508531090403762,86.26010825185693
163,5.434707975326263,66.7559427129571,6.114249679657926,1.8062764670058782,72.93236809255598,0,8.31565874383082,84.72510224224722
164,4.750422788523309,87.1754128145804,9.04868531850856,3.015787455780783,62.79874473792368,1,6.208808287239993,97.679469319203
165,1.6320283903808581,58.03799480241541,6.827723004388988,0.3370564640846341,76.42811685301461,1,6.564565189123479,86.17210282418192
166,6.847117469124666,90.8983512059531,9.874629628090927,2.946574376298991,63.3235808725928,1,8.033158798792384,100.0
167,3.245460454802151,91.6067088978871,7.804852829774421,5.562663773150564,54.417947407022005,1,7.329495049592064,70.4577441260855
168,2.3056295727989795,75.37338668804182,4.757588449387017,0.6323593086468313,45.69791651370259,1,8.51012427570487,61.65906965771459
169,1.2854259908833474,50.31929358584168,8.057065372452604,4.586644368453026,58.89510667533374,0,1.5059251491389063,65.5329319036041
170,5.136250602317693,64.35190665874563,5.950624092590194,2.458026320255956,45.798690057265134,1,7.727685730718544,73.1185147121094
171,5.742950532895977,80.84634591878711,8.117963180116584,3.9310422871460284,50.613817049439035,1,8.657674815898858,86.26984503616451
172,1.1161148024949932,99.05930890137117,4.4178468889744344,1.5614195879113761,99.24016951477276,0,3.575215382124829,94.09002311467755
173,4.584651408094967,81.59067635083342,5.049288623055756,0.9569535752481497,66.64621341439712,1,6.764025465939276,91.28367643846936
174,2.585470426385566,62.99017905320799,9.134423553434718,0.9627756856273586,71.912305990301,1,3.827458574532749,86.41377105701085
175,5.516209532866149,81.70028515498056,5.363077342141089,0.4229516738588679,92.41711172423292,1,9.621739598342087,100.0
176,2.22056500303494,76.99926898579278,9.02224675145764,1.1138802294074581,99.73413402944126,1,1.300812151919534,99.65943865274053
177,5.836564166717261,88.99226975755718,5.675656530726463,3.9853163099338094,74.96286696068088,1,6.218135594496595,100.0
178,3.707147424103762,55.34903194134792,7.857291460352246,5.290143671061048,88.74842926265029,0,2.498531923445636,86.35472897959646
179,7.557109921157141,88.05139512510141,8.164903441058986,4.884754113546971,59.61646146020051,0,7.4099818465944285,94.16826466096782
180,1.9626466090219528,77.06332893380551,7.075928518870318,4.110805859246905,58.34463744683747,0,2.583012550767959,73.53811365348417
181,3.3874644573518093,98.14960019294973,5.831864060180388,0.662591180466616,64.16222325967361,1,3.1184493570852183,88.1005202911409
182,1.7943146486841235,67.0936083019343,5.275866258226577,1.735124677775699,80.35043576041895,0,5.449337299411823,71.1712935936439
183,7.472855327949939,81.6310946566974,4.199136127374557,1.8588412519348139,80.93150135530593,1,9.233514549971902,99.66165726879211
184,7.1413754736668675,96.60140527550087,5.823678407444342,1.4997416783857274,58.91436607896705,1,2.9054293493317376,94.50714663256251
185,2.8055913940060893,55.12548639953396,7.918976743187698,3.0900339582583385,47.99259544819772,1,2.298160190062932,64.59716168595287
186,5.6198883222392535,96.86142436182256,9.629828910690897,3.2133228892780354,77.94377538793051,0,7.830791486686276,100.0
187,6.720555401408511,84.39428611504067,9.227226893578312,2.141315851026661,47.69955173132587,0,5.505575791005379,87.26728741127326
188,4.886405681196236,53.39185295525859,8.596388659211815,2.1227349524186163,74.7095504937598,0,9.206066011435942,87.86900755312864
189,4.707554048492046,65.04817834734081,8.730684059519792,4.971333587436488,81.60532768337853,1,2.3195310144385806,88.86825454960747
190,2.6929660363031616,85.40860443226407,7.989909420855971,4.735757089918113,82.0366897836671,0,6.813351037207354,84.987428367203
191,1.6517193746412944,53.36753007343859,5.561721145396018,1.8467749900844739,85.2083266395758,1,3.0959123153663355,69.02437358612372
192,7.280510305673287,79.10852300881366,9.44317018423498,5.482730663239556,92.37156529393988,0,2.4108438578647537,100.0
193,7.302926400143313,67.29415284764784,8.024393871435004,5.716890102015036,69.9975395178873,0,7.150864736415435,90.9036469046339
194,5.4317102009128755,81.04577588837385,7.362643785882639,1.960455252180245,83.81495137177427,1,6.343161579178599,100.0
195,3.3732085373409046,52.28710169062564,4.665936815280887,2.126549692758329,77.1503641219502,1,7.793447125260981,78.01260037522755
196,3.4444670222886264,93.57684030761882,6.682333262838553,3.033804920531753,51.19839638786095,0,3.785163188015641,70.27211689548987
197,6.081689752091676,98.67444845886985,6.762149627211558,5.646724875202041,41.54137869216449,0,5.03174490743971,85.17498605394768
198,7.279771819668039,98.44389276428458,9.187381657136019,5.257916598853869,57.07248314061603,0,4.6492450869737665,98.72790029536675
199,7.209604969855821,87.48259158714623,7.279889321126731,0.6154077755015388,66.58202238025717,1,9.856805175698629,100.0
200,6.459128821003367,56.5043120065316,6.282403293822458,2.3563844596284973,77.02635666571938,1,3.630240610654491,93.28530535010911
201,5.494221523080014,87.91315979645113,9.860801971063957,3.3202271384986313,90.99755983019233,0,3.653355145120902,100.0
202,1.588979754965342,51.229345822940076,4.664323559957894,3.01879483530924,51.77474300236994,0,4.190933879457466,53.50156083362391
203,2.131400998662296,51.106177576449866,6.535290569871668,1.163178407621356,47.53298739390863,1,6.081346731612894,64.32770667249267
204,7.289879319689555,66.18051095747705,4.252148051028431,5.152900627008928,97.80879684845965,0,3.270904698373707,89.95853569504686
205,5.24500341761713,74.43215952023328,8.439424724601583,4.061644697981024,46.482673562584424,1,9.237609463413465,77.64357652333187
206,1.0643793613164076,88.52037089038966,9.508459313194905,5.027450249110822,68.70946420643135,1,3.3911700837963714,78.36936921630384
207,1.7103008000622246,84.16476883032526,5.680223977302937,5.152585676096833,75.13382372759811,1,9.062341584041752,77.56996818207755
208,5.644512383756391,72.29513531883742,9.150050060794726,4.490135121994438,72.4824652544463,1,1.9312755728192619,100.0
209,1.0354310869235308,63.68133331408329,5.753309382771387,2.6352636074983042,45.161929421976595,1,6.909064321596871,52.522108334218814
210,2.1256563599224907,99.85622500788556,9.46462096986349,3.663280530092547,43.42161484021716,1,9.162869665944193,74.11481227266316
211,4.841136525566103,71.30906511179865,8.523771421580705,0.9621924367184589,46.32900564766214,0,2.518744945584066,76.96335209448605
212,5.843266383848853,72.56935121648377,8.829440661048633,4.041872504849446,75.13526103235675,1,9.714942640893295,93.29993603081931
213,5.5637288165182035,58.181191059583455,4.108039333602727,1.0755195344356845,72.66069325805927,1,5.075950243739605,83.90648610296809
214,2.5698851662239184,89.74047743749647,9.776862142444156,4.163697543060941,54.02444752220465,0,9.51143597596922,81.3760967274837
215,5.985254549432751,84.68411128907442,8.360025952421939,1.377588964523812,78.2664485107355,1,7.091380392670423,100.0
216,2.6607436124776003,61.03848063943802,5.8285065723168,0.7053078009013198,89.20405012333896,0,3.7142818288619637,86.29466712245744
217,3.277797887114874,54.11905228079213,8.976367989153083,0.9917069408577446,42.49473759079562,1,2.6947227242539578,61.54994044502282
218,6.225439835826169,84.02496510373565,5.68912719048958,0.011952811314421607,69.88779661288254,0,3.7336154160258945,93.60678236266315
219,5.547430293330502,82.72556071405677,9.236523037396768,4.312437707121181,81.35862472616142,0,1.837156683364075,98.04364476364158
220,6.944563873459246,63.662976349910466,4.675482342471622,4.394406294350275,55.13871562418122,1,2.294811697089968,88.58015981888889
221,5.603290246102404,97.54317811252051,8.222115864764774,3.089600099479557,58.46625431758895,1,1.9419439631183302,94.34506163350702
222,4.9781602233483015,57.55289458904501,7.244190859869462,0.9681768063323022,76.81827417936303,1,4.8064918936740195,80.61754550277409
223,1.6557233747966473,71.6167400521301,4.579206821172645,0.5013260250641385,93.8761176066242,1,8.160205386318278,76.45795438858055
224,3.5740106214160345,97.18079600837994,5.451362969553034,0.11477379862372206,88.59546521817396,0,2.2724519879470617,98.64872707016899
225,2.856416573772078,70.98636584630611,4.074424217663889,0.9944890617913242,74.98781314597501,0,2.172883898551023,79.94145174355799
226,2.7079275036535853,81.92629738320429,6.812607792787035,5.34513320989888,83.81330306543495,0,6.790860545655977,84.80104582115511
227,7.811073883267119,69.87971989813971,5.807591564560003,1.4492210502100906,61.88934821246792,1,2.7746468377125963,96.43208769155419
228,3.751684072667323,63.7107601174335,7.590144905786553,2.1256279633032937,78.45793168592547,0,1.8784903429809243,91.15207602300858
229,7.244325886239793,99.19888239799141,5.783426846251703,0.6320729068879991,67.97089546765342,1,2.5016372038501986,100.0
